LineId,Date,Time,Pid,Level,Component,Content,EventId,EventTemplate
62,172.16.0.20,Dec,18,13:40:35,1	authpriv	emerg		1970-02-01T16:54:03.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Blocking"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
63,172.16.0.20,Dec,18,13:40:36,1	authpriv	emerg		1970-02-01T16:54:03.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Learning"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
64,172.16.0.20,Dec,18,13:40:36,1	authpriv	emerg		1970-02-01T16:54:04.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Learning"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
65,172.16.0.20,Dec,18,13:40:37,1	authpriv	emerg		1970-02-01T16:54:04.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Blocking"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
66,172.16.0.20,Dec,18,13:40:37,1	authpriv	emerg		1970-02-01T16:54:05.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Learning"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
67,172.16.0.20,Dec,18,13:40:38,1	authpriv	emerg		1970-02-01T16:54:05.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Forward"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
68,172.16.0.20,Dec,18,13:40:38,1	authpriv	emerg		1970-02-01T16:54:20.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Blocking"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
69,172.16.0.20,Dec,18,13:40:39,1	authpriv	emerg		1970-02-01T16:54:20.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Learning"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
70,172.16.0.20,Dec,18,13:40:39,1	authpriv	emerg		1970-02-01T16:54:20.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Blocking"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
71,172.16.0.20,Dec,18,13:40:40,1	authpriv	emerg		1970-02-01T16:54:20.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Learning"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
72,172.16.0.20,Dec,18,13:40:40,1	authpriv	emerg		1970-02-01T16:54:20.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Blocking"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
73,172.16.0.20,Dec,18,13:40:41,1	authpriv	emerg		1970-02-01T16:54:20.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Learning"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
74,172.16.0.20,Dec,18,13:40:41,1	authpriv	emerg		1970-02-01T16:54:20.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Blocking"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
75,172.16.0.20,Dec,18,13:40:42,1	authpriv	emerg		1970-02-01T16:54:20.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Learning"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
76,172.16.0.20,Dec,18,13:40:42,1	authpriv	emerg		1970-02-01T16:54:20.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Blocking"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
77,172.16.0.20,Dec,18,13:40:43,1	authpriv	emerg		1970-02-01T16:54:20.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Learning"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
78,172.16.0.20,Dec,18,13:40:43,1	authpriv	emerg		1970-02-01T16:54:21.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Learning"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
79,172.16.0.20,Dec,18,13:40:44,1	authpriv	emerg		1970-02-01T16:54:21.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Blocking"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
80,172.16.0.20,Dec,18,13:40:44,1	authpriv	emerg		1970-02-01T16:54:22.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Learning"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
81,172.16.0.20,Dec,18,13:40:45,1	authpriv	emerg		1970-02-01T16:54:22.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Forward"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
82,172.16.0.20,Dec,18,13:40:45,1	authpriv	emerg		1970-02-01T16:54:39.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Blocking"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
83,172.16.0.20,Dec,18,13:40:46,1	authpriv	emerg		1970-02-01T16:54:39.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Learning"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
84,172.16.0.20,Dec,18,13:40:46,1	authpriv	emerg		1970-02-01T16:54:39.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Blocking"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
85,172.16.0.20,Dec,18,13:40:47,1	authpriv	emerg		1970-02-01T16:54:39.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Learning"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
86,172.16.0.20,Dec,18,13:40:47,1	authpriv	emerg		1970-02-01T16:54:39.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Blocking"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
87,172.16.0.20,Dec,18,13:40:48,1	authpriv	emerg		1970-02-01T16:54:39.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Learning"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
88,172.16.0.20,Dec,18,13:40:48,1	authpriv	emerg		1970-02-01T16:54:39.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Blocking"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
89,172.16.0.20,Dec,18,13:40:49,1	authpriv	emerg		1970-02-01T16:54:39.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Learning"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
90,172.16.0.20,Dec,18,13:40:49,1	authpriv	emerg		1970-02-01T16:54:39.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Blocking"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
91,172.16.0.20,Dec,18,13:40:50,1	authpriv	emerg		1970-02-01T16:54:39.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Learning"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
92,172.16.0.20,Dec,18,13:40:50,1	authpriv	emerg		1970-02-01T16:54:40.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Learning"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
93,172.16.0.20,Dec,18,13:40:51,1	authpriv	emerg		1970-02-01T16:54:40.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Blocking"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
94,172.16.0.20,Dec,18,13:40:51,1	authpriv	emerg		1970-02-01T16:54:41.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Learning"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
95,172.16.0.20,Dec,18,13:40:52,1	authpriv	emerg		1970-02-01T16:54:41.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Forward"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
96,172.16.0.20,Dec,18,13:40:52,1	authpriv	emerg		1970-02-01T16:54:56.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Blocking"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
97,172.16.0.20,Dec,18,13:40:53,1	authpriv	emerg		1970-02-01T16:54:56.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Learning"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
98,172.16.0.20,Dec,18,13:40:53,1	authpriv	emerg		1970-02-01T16:54:56.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Blocking"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
99,172.16.0.20,Dec,18,13:40:54,1	authpriv	emerg		1970-02-01T16:54:56.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Learning"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
100,172.16.0.20,Dec,18,13:40:54,1	authpriv	emerg		1970-02-01T16:54:56.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Blocking"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
101,172.16.0.20,Dec,18,13:40:55,1	authpriv	emerg		1970-02-01T16:54:56.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Learning"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
102,172.16.0.20,Dec,18,13:40:55,1	authpriv	emerg		1970-02-01T16:54:56.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Blocking"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
103,172.16.0.20,Dec,18,13:40:56,1	authpriv	emerg		1970-02-01T16:54:56.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Learning"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
104,172.16.0.20,Dec,18,13:40:56,1	authpriv	emerg		1970-02-01T16:54:56.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Blocking"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
105,172.16.0.20,Dec,18,13:40:57,1	authpriv	emerg		1970-02-01T16:54:56.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Learning"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
106,172.16.0.20,Dec,18,13:40:57,1	authpriv	emerg		1970-02-01T16:54:57.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Learning"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
107,172.16.0.20,Dec,18,13:40:58,1	authpriv	emerg		1970-02-01T16:54:57.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Blocking"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
108,172.16.0.20,Dec,18,13:40:58,1	authpriv	emerg		1970-02-01T16:54:58.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Learning"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
109,172.16.0.20,Dec,18,13:40:59,1	authpriv	emerg		1970-02-01T16:54:58.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Forward"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
110,172.16.0.20,Dec,18,13:40:59,1	authpriv	emerg		1970-02-01T16:55:13.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Blocking"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
111,172.16.0.20,Dec,18,13:41:00,1	authpriv	emerg		1970-02-01T16:55:13.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Learning"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
112,172.16.0.20,Dec,18,13:41:00,1	authpriv	emerg		1970-02-01T16:55:13.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Blocking"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
113,172.16.0.20,Dec,18,13:41:01,1	authpriv	emerg		1970-02-01T16:55:13.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Learning"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
114,172.16.0.20,Dec,18,13:41:01,1	authpriv	emerg		1970-02-01T16:55:13.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Blocking"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
115,172.16.0.20,Dec,18,13:41:02,1	authpriv	emerg		1970-02-01T16:55:13.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Learning"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
116,172.16.0.20,Dec,18,13:41:02,1	authpriv	emerg		1970-02-01T16:55:13.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Blocking"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
117,172.16.0.20,Dec,18,13:41:03,1	authpriv	emerg		1970-02-01T16:55:13.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Learning"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
118,172.16.0.20,Dec,18,13:41:03,1	authpriv	emerg		1970-02-01T16:55:13.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Blocking"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
119,172.16.0.20,Dec,18,13:41:04,1	authpriv	emerg		1970-02-01T16:55:13.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Learning"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
120,172.16.0.20,Dec,18,13:41:04,1	authpriv	emerg		1970-02-01T16:55:14.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Learning"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
121,172.16.0.20,Dec,18,13:41:05,1	authpriv	emerg		1970-02-01T16:55:14.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Blocking"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
122,172.16.0.20,Dec,18,13:41:05,1	authpriv	emerg		1970-02-01T16:55:15.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Learning"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
123,172.16.0.20,Dec,18,13:41:06,1	authpriv	emerg		1970-02-01T16:55:15.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Forward"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
124,172.16.0.20,Dec,18,13:41:06,1	authpriv	emerg		1970-02-01T16:55:30.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Blocking"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
125,172.16.0.20,Dec,18,13:41:07,1	authpriv	emerg		1970-02-01T16:55:30.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Learning"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
126,172.16.0.20,Dec,18,13:41:07,1	authpriv	emerg		1970-02-01T16:55:30.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Blocking"",""repNb"":""0"",""repLastTime"":""(null)""}",c67b0b86,"{ * Major network physical port status change, port * * *"
