Date,Time,Level,Component,Content,EventId,EventTemplate
17/06/09,20:10:54,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 438,E2,Got assigned task [NUM]
17/06/09,20:10:54,INFO,executor.Executor,Running task 3.0 in stage 10.0 (TID 438),E3,Running task [NUM].[NUM] in stage [NUM].[NUM] (TID [NUM])
17/06/09,20:10:54,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 19,E9,Started reading broadcast variable [NUM]
17/06/09,20:10:54,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 439,E2,Got assigned task [NUM]
17/06/09,20:10:54,INFO,executor.Executor,Running task 4.0 in stage 10.0 (TID 439),E3,Running task [NUM].[NUM] in stage [NUM].[NUM] (TID [NUM])
17/06/09,20:10:54,INFO,storage.MemoryStore,"Block broadcast_19_piece0 stored as bytes in memory (estimated size 5.4 KB, free 469.4 KB)",E6,"Block [*] stored as bytes in memory (estimated size [NUM].[NUM] [*], free [NUM].[NUM] [*])"
17/06/09,20:10:54,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 19 took 12 ms,E11,Reading broadcast variable [NUM] took [NUM] ms
17/06/09,20:10:54,INFO,storage.MemoryStore,"Block broadcast_19 stored as values in memory (estimated size 9.2 KB, free 478.6 KB)",E10,"Block [*] stored as values in memory (estimated size [NUM].[NUM] [*], free [NUM].[NUM] [*])"
17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_2_0 locally,E5,Found block rdd_[NUM]_[NUM] locally
17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_2_4 locally,E5,Found block rdd_[NUM]_[NUM] locally
17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_2_3 locally,E5,Found block rdd_[NUM]_[NUM] locally
17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_2_2 locally,E5,Found block rdd_[NUM]_[NUM] locally
17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_2_1 locally,E5,Found block rdd_[NUM]_[NUM] locally
17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 39, boot = -124, init = 163, finish = 0",E1,"Times: total = [NUM], boot = [NUM], init = [NUM], finish = [NUM]"
17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 38, boot = -123, init = 161, finish = 0",E1,"Times: total = [NUM], boot = [NUM], init = [NUM], finish = [NUM]"
17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 41, boot = -126, init = 167, finish = 0",E1,"Times: total = [NUM], boot = [NUM], init = [NUM], finish = [NUM]"
17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 40, boot = -127, init = 167, finish = 0",E1,"Times: total = [NUM], boot = [NUM], init = [NUM], finish = [NUM]"
17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 41, boot = -115, init = 155, finish = 1",E1,"Times: total = [NUM], boot = [NUM], init = [NUM], finish = [NUM]"
17/06/09,20:10:54,INFO,executor.Executor,Finished task 3.0 in stage 10.0 (TID 438). 2087 bytes result sent to driver,E4,Finished task [NUM].[NUM] in stage [NUM].[NUM] (TID [NUM]). [NUM] bytes result sent to driver
17/06/09,20:10:54,INFO,executor.Executor,Finished task 0.0 in stage 10.0 (TID 402). 2087 bytes result sent to driver,E4,Finished task [NUM].[NUM] in stage [NUM].[NUM] (TID [NUM]). [NUM] bytes result sent to driver
17/06/09,20:10:54,INFO,executor.Executor,Finished task 4.0 in stage 10.0 (TID 439). 2087 bytes result sent to driver,E4,Finished task [NUM].[NUM] in stage [NUM].[NUM] (TID [NUM]). [NUM] bytes result sent to driver
17/06/09,20:10:54,INFO,executor.Executor,Finished task 2.0 in stage 10.0 (TID 430). 2087 bytes result sent to driver,E4,Finished task [NUM].[NUM] in stage [NUM].[NUM] (TID [NUM]). [NUM] bytes result sent to driver
17/06/09,20:10:54,INFO,executor.Executor,Finished task 1.0 in stage 10.0 (TID 416). 2087 bytes result sent to driver,E4,Finished task [NUM].[NUM] in stage [NUM].[NUM] (TID [NUM]). [NUM] bytes result sent to driver
17/06/09,20:10:54,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 450,E2,Got assigned task [NUM]
17/06/09,20:10:54,INFO,executor.Executor,Running task 0.0 in stage 11.0 (TID 450),E3,Running task [NUM].[NUM] in stage [NUM].[NUM] (TID [NUM])
17/06/09,20:10:54,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 464,E2,Got assigned task [NUM]
17/06/09,20:10:54,INFO,executor.Executor,Running task 1.0 in stage 11.0 (TID 464),E3,Running task [NUM].[NUM] in stage [NUM].[NUM] (TID [NUM])
17/06/09,20:10:54,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 475,E2,Got assigned task [NUM]
17/06/09,20:10:54,INFO,executor.Executor,Running task 2.0 in stage 11.0 (TID 475),E3,Running task [NUM].[NUM] in stage [NUM].[NUM] (TID [NUM])
17/06/09,20:10:54,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 478,E2,Got assigned task [NUM]
17/06/09,20:10:54,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 20,E9,Started reading broadcast variable [NUM]
17/06/09,20:10:54,INFO,executor.Executor,Running task 3.0 in stage 11.0 (TID 478),E3,Running task [NUM].[NUM] in stage [NUM].[NUM] (TID [NUM])
17/06/09,20:10:54,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 479,E2,Got assigned task [NUM]
17/06/09,20:10:54,INFO,executor.Executor,Running task 4.0 in stage 11.0 (TID 479),E3,Running task [NUM].[NUM] in stage [NUM].[NUM] (TID [NUM])
17/06/09,20:10:54,INFO,storage.MemoryStore,"Block broadcast_20_piece0 stored as bytes in memory (estimated size 5.5 KB, free 416.7 KB)",E6,"Block [*] stored as bytes in memory (estimated size [NUM].[NUM] [*], free [NUM].[NUM] [*])"
17/06/09,20:10:54,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 20 took 15 ms,E11,Reading broadcast variable [NUM] took [NUM] ms
17/06/09,20:10:54,INFO,storage.MemoryStore,"Block broadcast_20 stored as values in memory (estimated size 9.8 KB, free 411.6 KB)",E10,"Block [*] stored as values in memory (estimated size [NUM].[NUM] [*], free [NUM].[NUM] [*])"
17/06/09,20:10:54,INFO,spark.CacheManager,"Partition rdd_16_0 not found, computing it",E7,"Partition rdd_[NUM]_[NUM] not found, computing it"
17/06/09,20:10:54,INFO,spark.CacheManager,"Partition rdd_16_4 not found, computing it",E7,"Partition rdd_[NUM]_[NUM] not found, computing it"
17/06/09,20:10:54,INFO,spark.CacheManager,"Partition rdd_16_3 not found, computing it",E7,"Partition rdd_[NUM]_[NUM] not found, computing it"
17/06/09,20:10:54,INFO,spark.CacheManager,"Partition rdd_16_2 not found, computing it",E7,"Partition rdd_[NUM]_[NUM] not found, computing it"
17/06/09,20:10:54,INFO,spark.CacheManager,"Partition rdd_16_1 not found, computing it",E7,"Partition rdd_[NUM]_[NUM] not found, computing it"
17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_2_0 locally,E5,Found block rdd_[NUM]_[NUM] locally
17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_2_4 locally,E5,Found block rdd_[NUM]_[NUM] locally
17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_2_3 locally,E5,Found block rdd_[NUM]_[NUM] locally
17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_2_2 locally,E5,Found block rdd_[NUM]_[NUM] locally
17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_2_1 locally,E5,Found block rdd_[NUM]_[NUM] locally
17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 40, boot = -95, init = 135, finish = 0",E1,"Times: total = [NUM], boot = [NUM], init = [NUM], finish = [NUM]"
17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 39, boot = -96, init = 135, finish = 0",E1,"Times: total = [NUM], boot = [NUM], init = [NUM], finish = [NUM]"
17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 42, boot = -95, init = 137, finish = 0",E1,"Times: total = [NUM], boot = [NUM], init = [NUM], finish = [NUM]"
17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 42, boot = -97, init = 139, finish = 0",E1,"Times: total = [NUM], boot = [NUM], init = [NUM], finish = [NUM]"
17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 43, boot = -85, init = 127, finish = 1",E1,"Times: total = [NUM], boot = [NUM], init = [NUM], finish = [NUM]"
17/06/09,20:10:54,INFO,storage.MemoryStore,"Block rdd_16_4 stored as bytes in memory (estimated size 263.0 B, free 386.4 KB)",E6,"Block [*] stored as bytes in memory (estimated size [NUM].[NUM] [*], free [NUM].[NUM] [*])"
17/06/09,20:10:54,INFO,storage.MemoryStore,"Block rdd_16_0 stored as bytes in memory (estimated size 191.0 B, free 386.6 KB)",E6,"Block [*] stored as bytes in memory (estimated size [NUM].[NUM] [*], free [NUM].[NUM] [*])"
17/06/09,20:10:54,INFO,storage.MemoryStore,"Block rdd_16_3 stored as bytes in memory (estimated size 232.0 B, free 386.8 KB)",E6,"Block [*] stored as bytes in memory (estimated size [NUM].[NUM] [*], free [NUM].[NUM] [*])"
17/06/09,20:10:54,INFO,storage.MemoryStore,"Block rdd_16_2 stored as bytes in memory (estimated size 230.0 B, free 387.0 KB)",E6,"Block [*] stored as bytes in memory (estimated size [NUM].[NUM] [*], free [NUM].[NUM] [*])"
17/06/09,20:10:54,INFO,storage.MemoryStore,"Block rdd_16_1 stored as bytes in memory (estimated size 351.0 B, free 387.4 KB)",E6,"Block [*] stored as bytes in memory (estimated size [NUM].[NUM] [*], free [NUM].[NUM] [*])"
17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 39, boot = 22, init = 17, finish = 0",E1,"Times: total = [NUM], boot = [NUM], init = [NUM], finish = [NUM]"
17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 41, boot = 20, init = 21, finish = 0",E1,"Times: total = [NUM], boot = [NUM], init = [NUM], finish = [NUM]"
17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 40, boot = 20, init = 20, finish = 0",E1,"Times: total = [NUM], boot = [NUM], init = [NUM], finish = [NUM]"
17/06/09,20:10:54,INFO,executor.Executor,Finished task 4.0 in stage 11.0 (TID 479). 2667 bytes result sent to driver,E4,Finished task [NUM].[NUM] in stage [NUM].[NUM] (TID [NUM]). [NUM] bytes result sent to driver
17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 41, boot = 16, init = 25, finish = 0",E1,"Times: total = [NUM], boot = [NUM], init = [NUM], finish = [NUM]"
17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 40, boot = 26, init = 14, finish = 0",E1,"Times: total = [NUM], boot = [NUM], init = [NUM], finish = [NUM]"
17/06/09,20:10:54,INFO,executor.Executor,Finished task 0.0 in stage 11.0 (TID 450). 2667 bytes result sent to driver,E4,Finished task [NUM].[NUM] in stage [NUM].[NUM] (TID [NUM]). [NUM] bytes result sent to driver
17/06/09,20:10:54,INFO,executor.Executor,Finished task 3.0 in stage 11.0 (TID 478). 2667 bytes result sent to driver,E4,Finished task [NUM].[NUM] in stage [NUM].[NUM] (TID [NUM]). [NUM] bytes result sent to driver
17/06/09,20:10:54,INFO,executor.Executor,Finished task 2.0 in stage 11.0 (TID 475). 2667 bytes result sent to driver,E4,Finished task [NUM].[NUM] in stage [NUM].[NUM] (TID [NUM]). [NUM] bytes result sent to driver
17/06/09,20:10:54,INFO,executor.Executor,Finished task 1.0 in stage 11.0 (TID 464). 2667 bytes result sent to driver,E4,Finished task [NUM].[NUM] in stage [NUM].[NUM] (TID [NUM]). [NUM] bytes result sent to driver
17/06/09,20:10:54,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 480,E2,Got assigned task [NUM]
17/06/09,20:10:54,INFO,executor.Executor,Running task 0.0 in stage 12.0 (TID 480),E3,Running task [NUM].[NUM] in stage [NUM].[NUM] (TID [NUM])
17/06/09,20:10:54,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 494,E2,Got assigned task [NUM]
17/06/09,20:10:54,INFO,executor.Executor,Running task 1.0 in stage 12.0 (TID 494),E3,Running task [NUM].[NUM] in stage [NUM].[NUM] (TID [NUM])
17/06/09,20:10:54,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 508,E2,Got assigned task [NUM]
17/06/09,20:10:54,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 21,E9,Started reading broadcast variable [NUM]
17/06/09,20:10:54,INFO,executor.Executor,Running task 2.0 in stage 12.0 (TID 508),E3,Running task [NUM].[NUM] in stage [NUM].[NUM] (TID [NUM])
17/06/09,20:10:54,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 518,E2,Got assigned task [NUM]
17/06/09,20:10:54,INFO,executor.Executor,Running task 3.0 in stage 12.0 (TID 518),E3,Running task [NUM].[NUM] in stage [NUM].[NUM] (TID [NUM])
17/06/09,20:10:54,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 519,E2,Got assigned task [NUM]
17/06/09,20:10:54,INFO,executor.Executor,Running task 4.0 in stage 12.0 (TID 519),E3,Running task [NUM].[NUM] in stage [NUM].[NUM] (TID [NUM])
17/06/09,20:10:54,INFO,storage.MemoryStore,"Block broadcast_21_piece0 stored as bytes in memory (estimated size 5.7 KB, free 393.1 KB)",E6,"Block [*] stored as bytes in memory (estimated size [NUM].[NUM] [*], free [NUM].[NUM] [*])"
17/06/09,20:10:54,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 21 took 11 ms,E11,Reading broadcast variable [NUM] took [NUM] ms
17/06/09,20:10:54,INFO,storage.MemoryStore,"Block broadcast_21 stored as values in memory (estimated size 10.1 KB, free 403.2 KB)",E10,"Block [*] stored as values in memory (estimated size [NUM].[NUM] [*], free [NUM].[NUM] [*])"
17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_16_0 locally,E5,Found block rdd_[NUM]_[NUM] locally
17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_16_4 locally,E5,Found block rdd_[NUM]_[NUM] locally
17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_16_3 locally,E5,Found block rdd_[NUM]_[NUM] locally
17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_16_2 locally,E5,Found block rdd_[NUM]_[NUM] locally
17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_16_1 locally,E5,Found block rdd_[NUM]_[NUM] locally
17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 37, boot = -162, init = 199, finish = 0",E1,"Times: total = [NUM], boot = [NUM], init = [NUM], finish = [NUM]"
17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 40, boot = -157, init = 197, finish = 0",E1,"Times: total = [NUM], boot = [NUM], init = [NUM], finish = [NUM]"
17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 39, boot = -157, init = 196, finish = 0",E1,"Times: total = [NUM], boot = [NUM], init = [NUM], finish = [NUM]"
17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 38, boot = -146, init = 184, finish = 0",E1,"Times: total = [NUM], boot = [NUM], init = [NUM], finish = [NUM]"
17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 40, boot = -156, init = 196, finish = 0",E1,"Times: total = [NUM], boot = [NUM], init = [NUM], finish = [NUM]"
17/06/09,20:10:55,INFO,executor.Executor,Finished task 0.0 in stage 12.0 (TID 480). 2155 bytes result sent to driver,E4,Finished task [NUM].[NUM] in stage [NUM].[NUM] (TID [NUM]). [NUM] bytes result sent to driver
17/06/09,20:10:55,INFO,executor.Executor,Finished task 3.0 in stage 12.0 (TID 518). 2155 bytes result sent to driver,E4,Finished task [NUM].[NUM] in stage [NUM].[NUM] (TID [NUM]). [NUM] bytes result sent to driver
17/06/09,20:10:55,INFO,executor.Executor,Finished task 4.0 in stage 12.0 (TID 519). 2155 bytes result sent to driver,E4,Finished task [NUM].[NUM] in stage [NUM].[NUM] (TID [NUM]). [NUM] bytes result sent to driver
17/06/09,20:10:55,INFO,executor.Executor,Finished task 1.0 in stage 12.0 (TID 494). 2105 bytes result sent to driver,E4,Finished task [NUM].[NUM] in stage [NUM].[NUM] (TID [NUM]). [NUM] bytes result sent to driver
17/06/09,20:10:55,INFO,executor.Executor,Finished task 2.0 in stage 12.0 (TID 508). 2155 bytes result sent to driver,E4,Finished task [NUM].[NUM] in stage [NUM].[NUM] (TID [NUM]). [NUM] bytes result sent to driver
17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 528,E2,Got assigned task [NUM]
17/06/09,20:10:55,INFO,executor.Executor,Running task 0.0 in stage 13.0 (TID 528),E3,Running task [NUM].[NUM] in stage [NUM].[NUM] (TID [NUM])
17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 542,E2,Got assigned task [NUM]
17/06/09,20:10:55,INFO,executor.Executor,Running task 1.0 in stage 13.0 (TID 542),E3,Running task [NUM].[NUM] in stage [NUM].[NUM] (TID [NUM])
17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 553,E2,Got assigned task [NUM]
17/06/09,20:10:55,INFO,executor.Executor,Running task 2.0 in stage 13.0 (TID 553),E3,Running task [NUM].[NUM] in stage [NUM].[NUM] (TID [NUM])
17/06/09,20:10:55,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 22,E9,Started reading broadcast variable [NUM]
17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 558,E2,Got assigned task [NUM]
17/06/09,20:10:55,INFO,executor.Executor,Running task 3.0 in stage 13.0 (TID 558),E3,Running task [NUM].[NUM] in stage [NUM].[NUM] (TID [NUM])
17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 559,E2,Got assigned task [NUM]
17/06/09,20:10:55,INFO,executor.Executor,Running task 4.0 in stage 13.0 (TID 559),E3,Running task [NUM].[NUM] in stage [NUM].[NUM] (TID [NUM])
17/06/09,20:10:55,INFO,storage.MemoryStore,"Block broadcast_22_piece0 stored as bytes in memory (estimated size 5.8 KB, free 409.0 KB)",E6,"Block [*] stored as bytes in memory (estimated size [NUM].[NUM] [*], free [NUM].[NUM] [*])"
17/06/09,20:10:55,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 22 took 11 ms,E11,Reading broadcast variable [NUM] took [NUM] ms
17/06/09,20:10:55,INFO,storage.MemoryStore,"Block broadcast_22 stored as values in memory (estimated size 9.6 KB, free 418.6 KB)",E10,"Block [*] stored as values in memory (estimated size [NUM].[NUM] [*], free [NUM].[NUM] [*])"
17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_0 locally,E5,Found block rdd_[NUM]_[NUM] locally
17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_4 locally,E5,Found block rdd_[NUM]_[NUM] locally
17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_3 locally,E5,Found block rdd_[NUM]_[NUM] locally
17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_2 locally,E5,Found block rdd_[NUM]_[NUM] locally
17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_1 locally,E5,Found block rdd_[NUM]_[NUM] locally
17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 39, boot = -76, init = 114, finish = 1",E1,"Times: total = [NUM], boot = [NUM], init = [NUM], finish = [NUM]"
17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 42, boot = -73, init = 114, finish = 1",E1,"Times: total = [NUM], boot = [NUM], init = [NUM], finish = [NUM]"
17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 42, boot = -73, init = 114, finish = 1",E1,"Times: total = [NUM], boot = [NUM], init = [NUM], finish = [NUM]"
17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 41, boot = -67, init = 107, finish = 1",E1,"Times: total = [NUM], boot = [NUM], init = [NUM], finish = [NUM]"
17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 40, boot = -74, init = 113, finish = 1",E1,"Times: total = [NUM], boot = [NUM], init = [NUM], finish = [NUM]"
17/06/09,20:10:55,INFO,executor.Executor,Finished task 0.0 in stage 13.0 (TID 528). 2256 bytes result sent to driver,E4,Finished task [NUM].[NUM] in stage [NUM].[NUM] (TID [NUM]). [NUM] bytes result sent to driver
17/06/09,20:10:55,INFO,executor.Executor,Finished task 4.0 in stage 13.0 (TID 559). 2241 bytes result sent to driver,E4,Finished task [NUM].[NUM] in stage [NUM].[NUM] (TID [NUM]). [NUM] bytes result sent to driver
17/06/09,20:10:55,INFO,executor.Executor,Finished task 2.0 in stage 13.0 (TID 553). 2241 bytes result sent to driver,E4,Finished task [NUM].[NUM] in stage [NUM].[NUM] (TID [NUM]). [NUM] bytes result sent to driver
17/06/09,20:10:55,INFO,executor.Executor,Finished task 1.0 in stage 13.0 (TID 542). 2241 bytes result sent to driver,E4,Finished task [NUM].[NUM] in stage [NUM].[NUM] (TID [NUM]). [NUM] bytes result sent to driver
17/06/09,20:10:55,INFO,executor.Executor,Finished task 3.0 in stage 13.0 (TID 558). 2257 bytes result sent to driver,E4,Finished task [NUM].[NUM] in stage [NUM].[NUM] (TID [NUM]). [NUM] bytes result sent to driver
17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 562,E2,Got assigned task [NUM]
17/06/09,20:10:55,INFO,executor.Executor,Running task 0.0 in stage 14.0 (TID 562),E3,Running task [NUM].[NUM] in stage [NUM].[NUM] (TID [NUM])
17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 576,E2,Got assigned task [NUM]
17/06/09,20:10:55,INFO,executor.Executor,Running task 1.0 in stage 14.0 (TID 576),E3,Running task [NUM].[NUM] in stage [NUM].[NUM] (TID [NUM])
17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 590,E2,Got assigned task [NUM]
17/06/09,20:10:55,INFO,executor.Executor,Running task 2.0 in stage 14.0 (TID 590),E3,Running task [NUM].[NUM] in stage [NUM].[NUM] (TID [NUM])
17/06/09,20:10:55,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 23,E9,Started reading broadcast variable [NUM]
17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 598,E2,Got assigned task [NUM]
17/06/09,20:10:55,INFO,executor.Executor,Running task 3.0 in stage 14.0 (TID 598),E3,Running task [NUM].[NUM] in stage [NUM].[NUM] (TID [NUM])
17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 599,E2,Got assigned task [NUM]
17/06/09,20:10:55,INFO,executor.Executor,Running task 4.0 in stage 14.0 (TID 599),E3,Running task [NUM].[NUM] in stage [NUM].[NUM] (TID [NUM])
17/06/09,20:10:55,INFO,storage.MemoryStore,"Block broadcast_23_piece0 stored as bytes in memory (estimated size 5.4 KB, free 378.2 KB)",E6,"Block [*] stored as bytes in memory (estimated size [NUM].[NUM] [*], free [NUM].[NUM] [*])"
17/06/09,20:10:55,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 23 took 11 ms,E11,Reading broadcast variable [NUM] took [NUM] ms
17/06/09,20:10:55,INFO,storage.MemoryStore,"Block broadcast_23 stored as values in memory (estimated size 9.2 KB, free 387.4 KB)",E10,"Block [*] stored as values in memory (estimated size [NUM].[NUM] [*], free [NUM].[NUM] [*])"
17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_0 locally,E5,Found block rdd_[NUM]_[NUM] locally
17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_4 locally,E5,Found block rdd_[NUM]_[NUM] locally
17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_3 locally,E5,Found block rdd_[NUM]_[NUM] locally
17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_2 locally,E5,Found block rdd_[NUM]_[NUM] locally
17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_1 locally,E5,Found block rdd_[NUM]_[NUM] locally
17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 39, boot = -90, init = 129, finish = 0",E1,"Times: total = [NUM], boot = [NUM], init = [NUM], finish = [NUM]"
17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 40, boot = -93, init = 133, finish = 0",E1,"Times: total = [NUM], boot = [NUM], init = [NUM], finish = [NUM]"
17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 39, boot = -90, init = 129, finish = 0",E1,"Times: total = [NUM], boot = [NUM], init = [NUM], finish = [NUM]"
17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 38, boot = -82, init = 120, finish = 0",E1,"Times: total = [NUM], boot = [NUM], init = [NUM], finish = [NUM]"
17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 42, boot = -92, init = 133, finish = 1",E1,"Times: total = [NUM], boot = [NUM], init = [NUM], finish = [NUM]"
17/06/09,20:10:55,INFO,executor.Executor,Finished task 3.0 in stage 14.0 (TID 598). 2087 bytes result sent to driver,E4,Finished task [NUM].[NUM] in stage [NUM].[NUM] (TID [NUM]). [NUM] bytes result sent to driver
17/06/09,20:10:55,INFO,executor.Executor,Finished task 2.0 in stage 14.0 (TID 590). 2087 bytes result sent to driver,E4,Finished task [NUM].[NUM] in stage [NUM].[NUM] (TID [NUM]). [NUM] bytes result sent to driver
17/06/09,20:10:55,INFO,executor.Executor,Finished task 0.0 in stage 14.0 (TID 562). 2087 bytes result sent to driver,E4,Finished task [NUM].[NUM] in stage [NUM].[NUM] (TID [NUM]). [NUM] bytes result sent to driver
17/06/09,20:10:55,INFO,executor.Executor,Finished task 4.0 in stage 14.0 (TID 599). 2087 bytes result sent to driver,E4,Finished task [NUM].[NUM] in stage [NUM].[NUM] (TID [NUM]). [NUM] bytes result sent to driver
17/06/09,20:10:55,INFO,executor.Executor,Finished task 1.0 in stage 14.0 (TID 576). 2087 bytes result sent to driver,E4,Finished task [NUM].[NUM] in stage [NUM].[NUM] (TID [NUM]). [NUM] bytes result sent to driver
17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 612,E2,Got assigned task [NUM]
17/06/09,20:10:55,INFO,executor.Executor,Running task 0.0 in stage 15.0 (TID 612),E3,Running task [NUM].[NUM] in stage [NUM].[NUM] (TID [NUM])
17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 626,E2,Got assigned task [NUM]
17/06/09,20:10:55,INFO,executor.Executor,Running task 1.0 in stage 15.0 (TID 626),E3,Running task [NUM].[NUM] in stage [NUM].[NUM] (TID [NUM])
17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 636,E2,Got assigned task [NUM]
17/06/09,20:10:55,INFO,executor.Executor,Running task 2.0 in stage 15.0 (TID 636),E3,Running task [NUM].[NUM] in stage [NUM].[NUM] (TID [NUM])
17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 638,E2,Got assigned task [NUM]
17/06/09,20:10:55,INFO,executor.Executor,Running task 3.0 in stage 15.0 (TID 638),E3,Running task [NUM].[NUM] in stage [NUM].[NUM] (TID [NUM])
17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 639,E2,Got assigned task [NUM]
17/06/09,20:10:55,INFO,executor.Executor,Running task 4.0 in stage 15.0 (TID 639),E3,Running task [NUM].[NUM] in stage [NUM].[NUM] (TID [NUM])
17/06/09,20:10:55,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 24,E9,Started reading broadcast variable [NUM]
